FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
202204,13,0,46223,1012040,"D","04/13/2022 00:00:00",,"M","Permanent Home",202204
202204,13,0,46224,1012040,"D","04/13/2022 00:00:00",,"F","Permanent Home",202204
202204,13,0,46255,1013199,"D","04/13/2022 00:00:00",,"F","In Water",202204
202204,5,0,46370,1014520,"D","04/05/2022 00:00:00",66,"F","Mobile/Trailer Home",202204
202204,18,0,46343,1018335,"I","04/18/2022 00:00:00",80,"F","Vehicle/Towed Trailer",202204
202204,14,0,46340,1018811,"D","04/14/2022 00:00:00",60,"M","Outside/Open Areas",202204
202204,14,0,46341,1018829,"D","04/14/2022 00:00:00",73,"F","Outside/Open Areas",202204
202204,23,0,46323,1018981,"D","04/23/2022 00:00:00",,"M","In Water",202204
202204,2,0,46324,1019194,"I","04/02/2022 00:00:00",58,"M","Vehicle/Towed Trailer",202204
202204,7,0,46375,1020057,"I","04/07/2022 00:00:00",54,"M","Vehicle/Towed Trailer",202204
202204,14,0,46352,1020896,"I","04/14/2022 00:00:00",,"M","In Water",202204
202204,14,0,46353,1020896,"I","04/14/2022 00:00:00",,"F","In Water",202204
202204,10,0,46348,1021301,"D","04/10/2022 00:00:00",44,"M","Outside/Open Areas",202204
202204,13,0,46362,1023199,"I","04/13/2022 00:00:00",30,"F","Outside/Open Areas",202204
202204,13,0,46376,1024927,"D","04/13/2022 00:00:00",71,"F","Vehicle/Towed Trailer",202204
